Flat No.,Area in Sqrt,No.of Bhk,Location,Price
0,3720,4,"Sector 107, Noida", 3.9 Cr
1,1625,3,"Sector 50, Noida", 1.15 Cr
2,1325,3,"Sector 120, Noida", 60 L
3,650,1,"Sector 73, Noida", 19 L
4,950,2,"Phase 2 Noida Extension, Noida", 25.99 L
5,2050,4,"Sector 150, Noida", 1.98 Cr
6,2460,3,"Sector 150, Noida", 2.22 Cr
7,1425,3,"Sector 143B, Noida", 94.5 L
8,2500,3,"Sector 107, Noida", 2.25 Cr
9,1750,3,"Sector 150, Noida", 1.35 Cr
10,1970,3,"Sector 77, Noida", 1.28 Cr
11,585,1,"Sector 120, Noida", 29.99 L
12,1750,3,"Sector 62, Noida", 82 L
13,783,3,"Sector 150, Noida", 1.05 Cr
14,1750,3,"Sector 150, Noida", 1.35 Cr
15,600,1,"Sector 50, Noida", 12.99 L
16,3000,4,"Sector 107, Noida", 2.97 Cr
17,1155,2,"Sector 150, Noida", 86 L
18,950,2,"Sector1, Noida", 24.5 L
19,2150,4,"Sector 41, Noida", 2.75 Cr
20,1525,3,"Sector 75, Noida", 1 Cr
21,1690,3,"Sector 79, Noida", 1.4 Cr
22,6250,5,"Sector 128, Noida", 7.65 Cr
23,750,2,"Sector 75, Noida", 21.85 L
24,1500,3,"Sector 74, Noida", 57.52 L
25,1050,2,"Sector 73, Noida", 25 L
26,1775,3,"Sector 152, Noida", 1.8 Cr
27,2500,3,"Sector 78, Noida", 2.74 Cr
28,2450,3,"Sector 108, Noida", 3.2 Cr
29,3751,4,"Sector 144, Noida", 5.4 Cr
30,1180,3,"Sector 150, Noida", 39 L
31,1220,2,"Sector 62, Noida", 1.47 Cr
32,600,2,"Sector 49, Noida", 28 L
33,690,1,"Sector 51, Noida", 20.99 L
34,1100,2,"Sector 93, Noida", 79.5 L
35,960,2,"Sector 75, Noida", 28.5 L
36,1150,2,"Sector 143B, Noida", 80.5 L
37,6480,6,"Sector 39, Noida", 9.25 Cr
38,1380,2,"Sector 94, Noida", 2.2 Cr
39,1695,3,"Sector 137, Noida", 80 L
40,953,2,"Sector 151, Noida", 39.59 L
41,4874,4,"Sector 108, Noida", 4.63 Cr
42,1200,3,"Sector 150, Noida", 50 L
43,2715,5,"Sector 79, Noida", 2.3 Cr
44,1580,3,"Sector 137, Noida", 66.5 L
45,604,2,"Sector 19 Yamuna Expressway, Noida", 37.96 L
46,1300,2,"Sector 105, Noida", 92 L
47,1100,2,"Sector 44, Noida", 35 L
48,3047,4,"Phase 2 Noida Extension, Noida", 1.81 Cr
49,8000,8,"Sector 40, Noida", 5.75 Cr
50,1300,1,"rho 2, Noida", 95 L
51,1245,2,"Sector 79, Noida", 81.75 L
52,3525,4,"Sector 78, Noida", 4.23 Cr
53,2410,4,"Sector 76, Noida", 1.35 Cr
54,5724,4,"Sector 107, Noida", 3.1 Cr
55,535,1,"Sector 94, Noida", 80.25 L
56,1350,3,"Sector 121, Noida", 1.75 Cr
57,950,2,"Sector 45, Noida", 34 L
58,1248,3,"Sector 43, Noida", 3.35 Cr
59,2563,3,"Sector 43, Noida", 3.35 Cr
60,990,2,"Sector 78, Noida", 66.82 L
61,1390,3,"Sector 78, Noida", 93.82 L
62,1390,3,"Sector 78, Noida", 93.82 L
63,1465,3,"Sector 78, Noida", 98.88 L
64,1465,3,"Sector 78, Noida", 98.88 L
65,1404,3,"Sector 150, Noida", 1.05 Cr
66,1155,2,"Sector 150, Noida", 86 L
67,1155,2,"Sector 150, Noida", 86 L
68,2500,3,"Sector 107, Noida", 2.57 Cr
69,2970,4,"Sector 107, Noida", 3.05 Cr
70,2970,4,"Sector 107, Noida", 3.05 Cr
71,2575,3,"Sector 107, Noida", 2.65 Cr
72,2575,3,"Sector 107, Noida", 2.65 Cr
73,3550,4,"Sector 107, Noida", 3.65 Cr
74,3550,4,"Sector 107, Noida", 3.65 Cr
75,2510,3,"Sector 75, Noida", 2.88 Cr
76,5300,5,"Sector 75, Noida", 6.09 Cr
77,2700,4,"Sector 150, Noida", 1.91 Cr
78,2700,4,"Sector 150, Noida", 1.91 Cr
79,2700,4,"Sector 150, Noida", 1.91 Cr
80,1465,2,"Sector 150, Noida", 96.54 L
81,1425,2,"Sector 150, Noida", 93.9 L
82,1945,3,"Sector 150, Noida", 1.28 Cr
83,2385,3,"Sector 150, Noida", 1.69 Cr
84,1945,3,"Sector 150, Noida", 1.28 Cr
85,2385,3,"Sector 150, Noida", 1.69 Cr
86,1760,3,"Sector 150, Noida", 1.15 Cr
87,1760,3,"Sector 150, Noida", 1.15 Cr
88,2700,4,"Sector 150, Noida", 1.91 Cr
89,2700,4,"Sector 150, Noida", 1.91 Cr
90,2700,4,"Sector 150, Noida", 1.91 Cr
91,6250,5,"Sector 128, Noida", 7.65 Cr
92,6250,5,"Sector 128, Noida", 7.65 Cr
93,3465,4,"Sector 128, Noida", 4.24 Cr
94,3465,4,"Sector 128, Noida", 4.24 Cr
95,3325,4,"Sector 128, Noida", 4.07 Cr
96,3325,4,"Sector 128, Noida", 4.07 Cr
97,3775,4,"Sector 128, Noida", 4.62 Cr
98,3775,4,"Sector 128, Noida", 4.62 Cr
99,3575,4,"Sector 128, Noida", 4.37 Cr
100,3575,4,"Sector 128, Noida", 4.37 Cr
101,6100,5,"Sector 128, Noida", 7.47 Cr
102,6100,5,"Sector 128, Noida", 7.47 Cr
103,5550,4,"Sector 128, Noida", 6.79 Cr
104,5550,4,"Sector 128, Noida", 6.79 Cr
105,2700,3,"Sector 128, Noida", 3.03 Cr
106,2700,3,"Sector 128, Noida", 3.03 Cr
107,2850,3,"Sector 128, Noida", 3.2 Cr
108,2850,3,"Sector 128, Noida", 3.2 Cr
109,5900,5,"Sector 128, Noida", 7.22 Cr
110,5900,5,"Sector 128, Noida", 7.22 Cr
111,1510,3,"Sector 78, Noida", 70 L
112,500,1,"Sector 17A Yamuna Expressway, Noida", 21 L
113,500,1,"Sector 17A Yamuna Expressway, Noida", 21 L
114,500,1,"Sector 17A Yamuna Expressway, Noida", 21 L
115,500,1,"Sector 17A Yamuna Expressway, Noida", 21 L
116,500,1,"Sector 17A Yamuna Expressway, Noida", 21 L
117,500,1,"Sector 17A Yamuna Expressway, Noida", 21 L
118,500,1,"Sector 17A Yamuna Expressway, Noida", 21 L
119,500,1,"Sector 17A Yamuna Expressway, Noida", 21 L
120,500,1,"Sector 17A Yamuna Expressway, Noida", 20.99 L
121,500,1,"Sector 17A Yamuna Expressway, Noida", 20.99 L
122,500,1,"Sector 17A Yamuna Expressway, Noida", 22 L
123,500,1,"Sector 17A Yamuna Expressway, Noida", 20.99 L
124,500,1,"Sector 17A Yamuna Expressway, Noida", 20.99 L
125,500,1,"Sector 17A Yamuna Expressway, Noida", 20.99 L
126,500,1,"Sector 17A Yamuna Expressway, Noida", 20.99 L
127,500,1,"Sector 17A Yamuna Expressway, Noida", 20.99 L
128,500,1,"Sector 17A Yamuna Expressway, Noida", 20.99 L
129,500,1,"Sector 17A Yamuna Expressway, Noida", 20.99 L
130,500,1,"Sector 17A Yamuna Expressway, Noida", 20.99 L
131,500,1,"Sector 17A Yamuna Expressway, Noida", 20.99 L
132,500,1,"Sector 17A Yamuna Expressway, Noida", 20.99 L
133,500,1,"Sector 17A Yamuna Expressway, Noida", 20.99 L
134,500,1,"Sector 17A Yamuna Expressway, Noida", 20.99 L
135,500,1,"Sector 17A Yamuna Expressway, Noida", 20.99 L
136,500,1,"Sector 17A Yamuna Expressway, Noida", 20.99 L
137,500,1,"Sector 17A Yamuna Expressway, Noida", 20.99 L
138,3220,4,"Sector 150, Noida", 2.26 Cr
139,850,2,"Sector 73, Noida", 18.5 L
140,550,1,"Sector 72, Noida", 13 L
141,950,2,"Sector 113, Noida", 26.5 L
142,500,1,"Sector 73, Noida", 13 L
143,950,2,"Sector 113, Noida", 26.5 L
144,500,1,"Sector 72, Noida", 13 L
145,850,2,"Sector 72, Noida", 19 L
146,850,2,"Sector 73, Noida", 18 L
147,550,1,"Sector 72, Noida", 16.5 L
148,800,2,"Sector 72, Noida", 15.5 L
149,850,2,"Sector 73, Noida", 22 L
150,850,2,"Sector 73, Noida", 16.5 L
151,550,1,"Sector 73, Noida", 13 L
152,850,2,"Sector 73, Noida", 17.5 L
153,950,2,"Sector 73, Noida", 40 L
154,550,1,"Sector 73, Noida", 13 L
155,850,2,"Sector 73, Noida", 17.5 L
156,850,2,"Sector 73, Noida", 18 L
157,950,2,"Sector 73, Noida", 26.5 L
158,550,1,"Sector 73, Noida", 11.5 L
159,850,2,"Sector 73, Noida", 18.5 L
160,950,2,"Sector 73, Noida", 26.5 L
161,850,2,"Sector 72, Noida", 19.5 L
162,850,2,"Sector 73, Noida", 15.5 L
163,950,2,"Sector 73, Noida", 40 L
164,550,1,"Sector 73, Noida", 13 L
165,850,2,"Sector 73, Noida", 16.5 L
166,850,2,"Sector 73, Noida", 18.5 L
167,850,2,"Sector 73, Noida", 18.5 L
168,550,1,"Sector 75, Noida", 17 L
169,1050,2,"Sector 73, Noida", 26 L
170,1050,2,"Sector 113, Noida", 25.5 L
171,550,1,"Sector 73, Noida", 12.9 L
172,850,2,"Sector 73, Noida", 18.5 L
173,550,1,"Sector 72, Noida", 13 L
174,550,1,"Sector 73, Noida", 11 L
175,550,1,"Sector 73, Noida", 16.5 L
176,850,2,"Sector 73, Noida", 15.5 L
177,850,2,"Sector 73, Noida", 15.5 L
178,850,2,"Sector 73, Noida", 16.5 L
179,550,1,"Sector 73, Noida", 14.5 L
180,500,1,"Sector 73, Noida", 13 L
181,850,2,"Sector 73, Noida", 18.5 L
182,850,2,"Sector 73, Noida", 18.5 L
183,925,2,"Sector 137, Noida", 42 L
184,925,2,"Sector 137, Noida", 37 L
185,1100,2,"Sector 93, Noida", 78 L
186,2095,3,"Sector 150, Noida", 1.45 Cr
187,1675,3,"Sector 150, Noida", 1.14 Cr
188,1195,2,"Sector 150, Noida", 78 L
189,2800,4,"Sector 93A, Noida", 3.45 Cr
190,1100,2,"Sector 93, Noida", 74 L
191,1350,2,"Sector 152, Noida", 1.25 Cr
192,1350,2,"Sector 152, Noida", 1.25 Cr
193,1350,2,"Sector 152, Noida", 1.25 Cr
194,3750,5,"Sector 150, Noida", 2.43 Cr
195,4350,5,"Sector 150, Noida", 2.82 Cr
196,4350,5,"Sector 150, Noida", 2.82 Cr
197,2150,4,"Sector 150, Noida", 1.39 Cr
198,2150,4,"Sector 150, Noida", 1.39 Cr
199,1550,3,"Sector 120, Noida", 70 L
200,2500,3,"Sector 107, Noida", 2.62 Cr
201,2500,3,"Sector 107, Noida", 2.62 Cr
202,3550,4,"Sector 107, Noida", 3.72 Cr
203,3550,4,"Sector 107, Noida", 3.72 Cr
204,2700,4,"Sector 150, Noida", 1.75 Cr
205,3650,4,"Sector 150, Noida", 2.24 Cr
206,3650,4,"Sector 150, Noida", 2.24 Cr
207,2750,3,"Sector 150, Noida", 1.69 Cr
208,2750,3,"Sector 150, Noida", 1.69 Cr
209,2450,3,"Sector 150, Noida", 1.5 Cr
210,2450,3,"Sector 150, Noida", 1.5 Cr
211,3650,4,"Sector 150, Noida", 2.24 Cr
212,3650,4,"Sector 150, Noida", 2.24 Cr
213,2750,3,"Sector 150, Noida", 1.69 Cr
214,2750,3,"Sector 150, Noida", 1.69 Cr
215,2850,3,"Sector 150, Noida", 1.75 Cr
216,2850,3,"Sector 150, Noida", 1.75 Cr
217,771,2,"Sector 150, Noida", 79 L
218,771,2,"Sector 150, Noida", 79 L
219,771,2,"Sector 150, Noida", 79 L
220,771,2,"Sector 150, Noida", 79 L
221,801,2,"Sector 150, Noida", 84.04 L
222,801,2,"Sector 150, Noida", 84.04 L
223,773,2,"Sector 150, Noida", 79.21 L
224,773,2,"Sector 150, Noida", 79.21 L
225,1455,3,"Sector 150, Noida", 1.51 Cr
226,1455,3,"Sector 150, Noida", 1.51 Cr
227,977,2,"Sector 150, Noida", 96.96 L
228,977,2,"Sector 150, Noida", 96.96 L
229,1903,4,"Sector 150, Noida", 1.99 Cr
230,1903,4,"Sector 150, Noida", 1.99 Cr
231,1202,3,"Sector 150, Noida", 1.18 Cr
232,1202,3,"Sector 150, Noida", 1.18 Cr
233,1907,3,"Sector 150, Noida", 1.46 Cr
234,1907,3,"Sector 150, Noida", 1.46 Cr
235,2700,4,"Sector 150, Noida", 2.14 Cr
236,2700,4,"Sector 150, Noida", 2.14 Cr
237,1907,3,"Sector 150, Noida", 1.46 Cr
238,1907,3,"Sector 150, Noida", 1.46 Cr
239,2700,4,"Sector 150, Noida", 2.14 Cr
240,1907,3,"Sector 150, Noida", 1.46 Cr
241,2700,4,"Sector 150, Noida", 2.14 Cr
242,2700,4,"Sector 150, Noida", 2.14 Cr
243,1907,3,"Sector 150, Noida", 1.46 Cr
244,1907,3,"Sector 150, Noida", 1.46 Cr
245,2700,4,"Sector 150, Noida", 2.14 Cr
246,2700,4,"Sector 150, Noida", 2.14 Cr
247,3027,4,"Sector 150, Noida", 2.39 Cr
248,3027,4,"Sector 150, Noida", 2.39 Cr
249,2062,3,"Sector 150, Noida", 1.63 Cr
250,2062,3,"Sector 150, Noida", 1.63 Cr
251,2330,3,"Sector 150, Noida", 1.64 Cr
252,2330,3,"Sector 150, Noida", 1.64 Cr
253,1750,3,"Sector 150, Noida", 1.08 Cr
254,1750,3,"Sector 150, Noida", 1.08 Cr
255,3220,4,"Sector 150, Noida", 2.26 Cr
256,3220,4,"Sector 150, Noida", 2.26 Cr
257,2190,3,"Sector 150, Noida", 1.42 Cr
258,2190,3,"Sector 150, Noida", 1.42 Cr
259,2460,3,"Sector 150, Noida", 1.74 Cr
260,1075,2,"Sector 120, Noida", 46 L
261,1550,3,"Sector 120, Noida", 70 L
262,950,2,"Sector 120, Noida", 56 L
263,850,2,"Sector 73, Noida", 19 L
264,650,1,"Sector 110, Noida", 20 L
265,650,1,"Sector 110, Noida", 19.7 L
266,650,1,"Sector 110, Noida", 19.8 L
267,650,1,"Sector 110, Noida", 19.9 L
268,952,2,"Sector 73, Noida", 29.5 L
269,652,1,"Sector 73, Noida", 18.5 L
270,652,1,"Sector 73, Noida", 18.5 L
271,950,2,"Sector 73, Noida", 28.5 L
272,657,1,"Sector 73, Noida", 18.9 L
273,987,2,"Sector 73, Noida", 28 L
274,900,2,"Sector 73, Noida", 26 L
275,920,1,"Sector 73, Noida", 16 L
276,987,2,"Sector 73, Noida", 28.7 L
277,850,2,"Sector 73, Noida", 17 L
278,900,2,"Sector 72, Noida", 21.11 L
279,900,2,"Sector 73, Noida", 29 L
280,950,2,"Sector 73, Noida", 28.75 L
281,950,2,"Sector 73, Noida", 28.85 L
282,950,2,"Sector 73, Noida", 28.75 L
283,950,2,"Sector 73, Noida", 28 L
284,950,2,"Sector 73, Noida", 28.78 L
285,1050,2,"Sector 110, Noida", 30.25 L
286,1051,2,"Sector 110, Noida", 31 L
287,1050,2,"Sector 110, Noida", 31 L
288,1050,2,"Sector 110, Noida", 31 L
289,1050,2,"Sector 110, Noida", 31 L
290,1050,2,"Sector 110, Noida", 31.5 L
291,1050,2,"Sector 110, Noida", 32 L
292,1085,2,"Sector 73, Noida", 28 L
293,1050,2,"Sector 110, Noida", 30.5 L
294,925,2,"Sector 137, Noida", 38 L
295,550,1,"Sector 73, Noida", 13 L
296,550,1,"Sector 73, Noida", 16.5 L
297,850,2,"Sector 73, Noida", 22 L
298,850,2,"Sector 73, Noida", 15.5 L
299,950,2,"Sector 113, Noida", 26.5 L
300,550,1,"Sector 73, Noida", 13 L
301,850,2,"Sector 73, Noida", 15.5 L
302,1050,2,"Sector 110, Noida", 30.6 L
303,1050,2,"Sector 110, Noida", 29.8 L
304,1050,2,"Sector 110, Noida", 29.5 L
305,1050,2,"Sector 110, Noida", 30.7 L
306,1050,2,"Sector 110, Noida", 31.2 L
307,1050,2,"Sector 110, Noida", 31.05 L
308,1050,2,"Sector 110, Noida", 31.6 L
309,2050,4,"Sector 150, Noida", 1.98 Cr
310,2050,4,"Sector 150, Noida", 1.98 Cr
311,2050,4,"Sector 150, Noida", 1.98 Cr
312,2555,3,"Sector 150, Noida", 1.87 Cr
313,600,1,"Sector 73, Noida", 18.4 L
314,600,1,"Sector 73, Noida", 18.5 L
315,850,2,"Sector 73, Noida", 19 L
316,850,2,"Sector 73, Noida", 28.5 L
317,780,2,"Sector 73, Noida", 23.99 L
318,950,2,"Sector 72, Noida", 26.08 L
319,950,2,"Sector 72, Noida", 28.53 L
320,850,2,"Sector 73, Noida", 32.99 L
321,850,2,"Sector 73, Noida", 27 L
322,850,2,"Sector 73, Noida", 16.5 L
323,850,2,"Sector 72, Noida", 26.49 L
324,950,2,"Sector 73, Noida", 24 L
325,950,2,"Sector 73, Noida", 24 L
326,950,2,"Sector 73, Noida", 23.5 L
327,950,2,"Sector 72, Noida", 23.5 L
328,950,2,"Sector 73, Noida", 23 L
329,550,1,"Sector 73, Noida", 17 L
330,550,1,"Sector 73, Noida", 17 L
331,850,2,"Sector 73, Noida", 21 L
332,950,2,"Sector 73, Noida", 21 L
333,1000,2,"Sector 72, Noida", 27.5 L
334,1000,2,"Sector 73, Noida", 28 L
335,1000,2,"Sector 73, Noida", 28.5 L
336,1000,2,"Sector 73, Noida", 29 L
337,1000,2,"Sector 73, Noida", 29.5 L
338,1000,2,"Sector 73, Noida", 29 L
339,950,2,"Sector 73, Noida", 29 L
340,950,2,"Sector 73, Noida", 28.5 L
341,950,2,"Sector 73, Noida", 28 L
342,950,2,"Sector 73, Noida", 27.5 L
343,950,2,"Sector 73, Noida", 24.5 L
344,950,2,"Sector 73, Noida", 25 L
345,980,2,"Sector 73, Noida", 26.35 L
346,980,2,"Sector 73, Noida", 26.54 L
347,1000,2,"Sector 73, Noida", 26.45 L
348,1000,2,"Sector 73, Noida", 27.54 L
349,950,2,"Sector 73, Noida", 21.55 L
350,850,2,"Sector 73, Noida", 21.5 L
351,820,2,"Sector 72, Noida", 24.49 L
352,800,2,"Sector 72, Noida", 20.99 L
353,850,2,"Sector 73, Noida", 21.2 L
354,850,2,"Sector 73, Noida", 21.1 L
355,850,2,"Sector 73, Noida", 21 L
356,525,1,"Sector 73, Noida", 17.39 L
357,950,2,"Sector 73, Noida", 27.58 L
358,900,2,"Sector 73, Noida", 21.12 L
359,900,2,"Sector 73, Noida", 21 L
360,950,2,"Sector 73, Noida", 27.8 L
361,950,2,"Sector 73, Noida", 27 L
362,950,2,"Sector 73, Noida", 26.5 L
363,950,2,"Sector 73, Noida", 26 L
364,950,2,"Sector 73, Noida", 28.53 L
365,950,2,"Sector 73, Noida", 28.68 L
366,950,2,"Sector 73, Noida", 28.78 L
367,950,2,"Sector 73, Noida", 28.85 L
368,950,2,"Sector 73, Noida", 29 L
369,950,2,"Sector 73, Noida", 24.08 L
370,950,2,"Sector 73, Noida", 23.04 L
371,950,2,"Sector 73, Noida", 22.5 L
372,950,2,"Sector 73, Noida", 28 L
373,950,2,"Sector 73, Noida", 27.5 L
374,950,2,"Sector 73, Noida", 28 L
375,950,2,"Sector 73, Noida", 21 L
376,950,2,"Sector 73, Noida", 21.5 L
377,780,2,"Sector 73, Noida", 23.79 L
378,850,2,"Sector 73, Noida", 26.99 L
379,801,2,"Sector 73, Noida", 26.99 L
380,850,2,"Sector 73, Noida", 27.89 L
381,1000,2,"Sector 73, Noida", 29 L
382,920,2,"Sector 73, Noida", 21 L
383,950,2,"Sector 73, Noida", 23.58 L
384,780,2,"Sector 73, Noida", 22.49 L
385,900,2,"Sector 72, Noida", 17.25 L
386,900,2,"Sector 73, Noida", 17.25 L
387,450,1,"Sector 73, Noida", 14.5 L
388,550,1,"Sector 73, Noida", 16.5 L
389,500,1,"Sector 73, Noida", 16 L
390,450,1,"Sector 73, Noida", 14.5 L
391,450,1,"Sector 73, Noida", 15 L
392,900,2,"Sector 73, Noida", 17 L
393,480,1,"Sector 73, Noida", 13.99 L
394,3220,4,"Sector 150, Noida", 2.86 Cr
395,2000,3,"Sector 150, Noida", 2.2 Cr
396,2000,3,"Sector 150, Noida", 2.19 Cr
397,8500,5,"Sector 144, Noida", 12.49 Cr
398,4700,4,"Sector 144, Noida", 6 Cr
399,4700,4,"Sector 144, Noida", 5.97 Cr
400,6100,5,"Sector 128, Noida", 7.01 Cr
401,2375,3,"Sector 150, Noida", 2.35 Cr
402,1587,2,"Sector 150, Noida", 1.34 Cr
403,550,1,"Sector 73, Noida", 12.5 L
404,550,1,"Sector 73, Noida", 12.75 L
405,815,2,"Sector 73, Noida", 16.7 L
406,510,1,"Sector 73, Noida", 13.25 L
407,2158,5,"Sector 79, Noida", 2.25 Cr
408,6000,4,"Sector 94, Noida", 8.99 Cr
409,850,2,"Sector 72, Noida", 21 L
410,450,1,"Sector 73, Noida", 14 L
411,550,1,"Sector 73, Noida", 13.58 L
412,550,1,"Sector 73, Noida", 14.08 L
413,650,1,"Sector 110, Noida", 18.95 L
414,750,1,"Sector 73, Noida", 16 L
415,3575,4,"Sector 128, Noida", 4.45 Cr
416,1775,3,"Sector 152, Noida", 1.8 Cr
417,1350,2,"Sector 152, Noida", 1.25 Cr
418,1248,3,"Sector 43, Noida", 3.34 Cr
419,1345,3,"Sector 43, Noida", 3.71 Cr
420,1249,3,"Sector 43, Noida", 3.35 Cr
421,1753,4,"Sector 43, Noida", 4.05 Cr
422,2080,5,"Sector 43, Noida", 5.08 Cr
423,1848,4,"Sector 43, Noida", 4.39 Cr
424,1425,3,"Sector 143B, Noida", 94.5 L
425,1700,3,"Sector 143B, Noida", 1.11 Cr
426,1700,3,"Sector 143B, Noida", 1.11 Cr
427,1425,3,"Sector 143B, Noida", 94.5 L
428,1425,3,"Sector 143B, Noida", 94.5 L
429,1700,3,"Sector 143B, Noida", 1.11 Cr
430,1700,3,"Sector 143B, Noida", 1.11 Cr
431,1600,3,"Sector 93B, Noida", 1.5 Cr
432,1750,3,"Sector 107, Noida", 1.4 Cr
433,4500,10,"Sector 30, Noida", 3.3 Cr
434,4100,5,"Sector 78, Noida", 3.77 Cr
435,945,2,"Phase 2 Noida Extension, Noida", 25.9 L
436,1350,3,"Phase 2 Noida Extension, Noida", 35.9 L
437,1300,3,"Phase 2 Noida Extension, Noida", 34.9 L
438,2548,3,"Sector 50, Noida", 2.65 Cr
439,2150,4,"Sector 150, Noida", 1.39 Cr
440,2600,4,"Sector 150, Noida", 1.69 Cr
441,3600,5,"Sector 150, Noida", 2.34 Cr
442,7000,7,"Sector 30, Noida", 8.5 Cr
443,1970,3,"Sector 77, Noida", 1.28 Cr
444,1580,3,"Sector 77, Noida", 1.02 Cr
445,1580,3,"Sector 77, Noida", 1.02 Cr
446,1650,3,"Sector 77, Noida", 1.07 Cr
447,1650,3,"Sector 77, Noida", 1.07 Cr
448,4200,5,"Sector 77, Noida", 2.73 Cr
449,4200,5,"Sector 77, Noida", 2.73 Cr
450,3600,5,"Sector 77, Noida", 2.34 Cr
451,3600,5,"Sector 77, Noida", 2.34 Cr
452,1430,2,"Sector 77, Noida", 92.95 L
453,1430,2,"Sector 77, Noida", 92.95 L
454,2270,3,"Sector 77, Noida", 1.47 Cr
455,2270,3,"Sector 77, Noida", 1.47 Cr
456,995,2,"Sector 77, Noida", 64.67 L
457,995,2,"Sector 77, Noida", 64.67 L
458,1480,3,"Sector 77, Noida", 96.2 L
459,1480,3,"Sector 77, Noida", 96.2 L
460,1285,2,"Sector 77, Noida", 83.52 L
461,1285,2,"Sector 77, Noida", 83.52 L
462,2450,4,"Sector 77, Noida", 1.59 Cr
463,2450,4,"Sector 77, Noida", 1.59 Cr
464,2760,4,"Sector 77, Noida", 1.79 Cr
465,2760,4,"Sector 77, Noida", 1.79 Cr
466,2730,3,"Sector 77, Noida", 1.77 Cr
467,2730,3,"Sector 77, Noida", 1.77 Cr
468,1395,3,"Sector 77, Noida", 90.67 L
469,1395,3,"Sector 77, Noida", 90.67 L
470,620,1,"Sector 120, Noida", 29.99 L
471,1140,2,"Sector 120, Noida", 56.98 L
472,1578,3,"Sector 120, Noida", 70.99 L
473,1810,3,"Sector 120, Noida", 81.43 L
474,1750,3,"Sector 62, Noida", 95 L
475,783,3,"Sector 150, Noida", 1.05 Cr
476,981,3,"Sector 150, Noida", 1.28 Cr
477,981,3,"Sector 150, Noida", 1.28 Cr
478,783,3,"Sector 150, Noida", 1.05 Cr
479,783,3,"Sector 150, Noida", 1.05 Cr
480,981,3,"Sector 150, Noida", 1.28 Cr
481,981,3,"Sector 150, Noida", 1.28 Cr
482,648,2,"Sector 150, Noida", 93.16 L
483,648,2,"Sector 150, Noida", 93.16 L
484,3650,4,"Sector 150, Noida", 2.24 Cr
485,3650,4,"Sector 150, Noida", 2.24 Cr
486,3650,4,"Sector 150, Noida", 2.24 Cr
487,3650,4,"Sector 150, Noida", 2.24 Cr
488,2750,3,"Sector 150, Noida", 1.69 Cr
489,2750,3,"Sector 150, Noida", 1.69 Cr
490,2450,3,"Sector 150, Noida", 1.5 Cr
491,2450,3,"Sector 150, Noida", 1.5 Cr
492,2850,3,"Sector 150, Noida", 1.75 Cr
493,2850,3,"Sector 150, Noida", 1.75 Cr
494,3198,4,"Sector 150, Noida", 3 Cr
495,3198,4,"Sector 150, Noida", 3 Cr
496,1305,2,"Sector 150, Noida", 1.15 Cr
497,2440,3,"Sector 150, Noida", 2.75 Cr
498,2440,3,"Sector 150, Noida", 2.75 Cr
499,3165,3,"Sector 150, Noida", 2.3 Cr
500,3165,3,"Sector 150, Noida", 2.3 Cr
501,1947,3,"Sector 150, Noida", 1.85 Cr
502,1947,3,"Sector 150, Noida", 1.85 Cr
503,3963,4,"Sector 150, Noida", 3.5 Cr
504,3963,4,"Sector 150, Noida", 3.5 Cr
505,1558,2,"Sector 150, Noida", 1.37 Cr
506,1558,2,"Sector 150, Noida", 1.37 Cr
507,1628,2,"Sector 150, Noida", 1.25 Cr
508,1628,2,"Sector 150, Noida", 1.25 Cr
509,3027,4,"Sector 150, Noida", 2.42 Cr
510,3027,4,"Sector 150, Noida", 2.42 Cr
511,2697,4,"Sector 150, Noida", 2.15 Cr
512,2697,4,"Sector 150, Noida", 2.15 Cr
513,3027,4,"Sector 150, Noida", 2.42 Cr
514,3027,4,"Sector 150, Noida", 2.42 Cr
515,2697,4,"Sector 150, Noida", 2.15 Cr
516,2697,4,"Sector 150, Noida", 2.15 Cr
517,2062,3,"Sector 150, Noida", 1.46 Cr
518,2062,3,"Sector 150, Noida", 1.46 Cr
519,2330,3,"Sector 150, Noida", 1.64 Cr
520,2330,3,"Sector 150, Noida", 1.64 Cr
521,1404,3,"Sector 150, Noida", 1.05 Cr
522,1404,3,"Sector 150, Noida", 1.05 Cr
523,1404,3,"Sector 150, Noida", 1.05 Cr
524,1404,3,"Sector 150, Noida", 1.05 Cr
525,1305,2,"Sector 150, Noida", 1.15 Cr
526,2000,3,"Sector 100, Noida", 3.25 Cr
527,1050,2,"Sector 73, Noida", 29 L
528,2550,6,"Sector 44, Noida", 8.5 Cr
529,3250,5,"Sector 44, Noida", 7.25 Cr
530,900,2,"Sector 73, Noida", 25 L
531,4550,6,"Sector 15A, Noida", 19 Cr
532,5000,8,"Sector 15A, Noida", 22 Cr
533,1500,5,"Sector 14, Noida", 2.5 Cr
534,4400,5,"Sector 14, Noida", 6.5 Cr
535,4859,9,"Sector 15A, Noida", 16 Cr
536,1608,3,"Sector 128, Noida", 3.69 Cr
537,1608,3,"Sector 128, Noida", 3.69 Cr
538,1608,3,"Sector 128, Noida", 3.69 Cr
539,1608,3,"Sector 128, Noida", 3.69 Cr
540,2126,4,"Sector 128, Noida", 5.08 Cr
541,2126,4,"Sector 128, Noida", 5.08 Cr
542,2122,4,"Sector 128, Noida", 4.81 Cr
