Flat No.,Area in Sqrt,No.of Bhk,Location,Price
2627,950,2,"Sector 43, Noida", 34 L
2628,950,2,"Sector 45, Noida", 27.5 L
2629,980,2,"Sector 73, Noida", 30 L
2630,960,2,"Sector 73, Noida", 28.75 L
2631,970,2,"Sector 73, Noida", 29.5 L
2632,950,2,"Sector 73, Noida", 28 L
2633,950,2,"Sector 73, Noida", 28.5 L
2634,940,2,"Sector 43, Noida", 31 L
2635,940,2,"Sector 43, Noida", 30.5 L
2636,970,2,"Sector 73, Noida", 29 L
2637,950,2,"Sector 45, Noida", 26.75 L
2638,960,2,"Sector 45, Noida", 26.5 L
2639,940,2,"Sector 45, Noida", 27 L
2640,980,2,"Sector 110, Noida", 31 L
2641,980,2,"Sector 110, Noida", 30.5 L
2642,980,2,"Sector 110, Noida", 30 L
2643,980,2,"Sector 110, Noida", 28.5 L
2644,1100,2,"Sector 45, Noida", 33.5 L
2645,580,1,"Sector 45, Noida", 17.5 L
2646,925,2,"Sector 45, Noida", 32 L
2647,960,2,"Sector 73, Noida", 28.5 L
2648,970,2,"Sector 73, Noida", 29 L
2649,960,2,"Sector 73, Noida", 29.25 L
2650,980,2,"Sector 43, Noida", 34.25 L
2651,1000,2,"Sector 43, Noida", 34.5 L
2652,950,2,"Sector 110, Noida", 29.5 L
2653,975,2,"Sector 110, Noida", 30.25 L
2654,980,2,"Sector 110, Noida", 30.5 L
2655,950,2,"Sector 45, Noida", 34 L
2656,1000,2,"Sector 45, Noida", 28.5 L
2657,1050,2,"Sector 45, Noida", 33 L
2658,945,2,"Sector 45, Noida", 27.1 L
2659,970,2,"Sector 73, Noida", 29.5 L
2660,950,2,"Sector 45, Noida", 26.9 L
2661,1000,2,"Sector 43, Noida", 35 L
2662,960,2,"Sector 110, Noida", 28 L
2663,950,2,"Sector 43, Noida", 28 L
2664,950,2,"Sector 73, Noida", 28.25 L
2665,950,2,"Sector 73, Noida", 28 L
2666,940,2,"Sector 45, Noida", 31.49 L
2667,950,2,"Sector 45, Noida", 33 L
2668,970,2,"Sector 45, Noida", 31.5 L
2669,950,2,"Sector 45, Noida", 27.75 L
2670,950,2,"Sector 45, Noida", 27.21 L
2671,950,2,"Sector 49, Noida", 32 L
2672,970,2,"Sector 49, Noida", 34 L
2673,950,2,"Sector 43, Noida", 28.5 L
2674,975,2,"Sector 45, Noida", 31 L
2675,990,2,"Sector 43, Noida", 33.5 L
2676,932,2,"Sector 45, Noida", 30.75 L
2677,940,2,"Sector 45, Noida", 30.5 L
2678,920,2,"Sector 45, Noida", 30.75 L
2679,930,2,"Sector 45, Noida", 31 L
2680,950,2,"Sector 43, Noida", 28.75 L
2681,1907,3,"Sector 150, Noida", 1.65 Cr
2682,1202,2,"Sector 137, Noida", 50.1 L
2683,1040,2,"Sector 137, Noida", 43.8 L
2684,1511,3,"Sector 150, Noida", 1.85 Cr
2685,890,2,"Sector 150, Noida", 1.17 Cr
2686,1322,3,"Sector 150, Noida", 1.58 Cr
2687,1794,3,"Sector 150, Noida", 2.03 Cr
2688,849,2,"Sector 150, Noida", 1.08 Cr
2689,2990,4,"Sector 150, Noida", 1.58 Cr
2690,2230,3,"Sector 150, Noida", 1.18 Cr
2691,1980,3,"Sector 150, Noida", 1.04 Cr
2692,934,3,"Sector 150, Noida", 79.99 L
2693,1151,3,"Sector 150, Noida", 95.82 L
2694,3198,4,"Sector 150, Noida", 2.57 Cr
2695,1969,2,"Sector 150, Noida", 1.46 Cr
2696,1305,2,"Sector 150, Noida", 97 L
2697,3165,3,"Sector 150, Noida", 2.4 Cr
2698,2440,3,"Sector 150, Noida", 1.86 Cr
2699,1947,3,"Sector 150, Noida", 1.5 Cr
2700,3964,4,"Sector 150, Noida", 3.05 Cr
2701,1037,1,"Sector 150, Noida", 78 L
2702,1266,2,"Sector 150, Noida", 97 L
2703,1265,2,"Sector 150, Noida", 97 L
2704,2062,3,"Sector 150, Noida", 1.46 Cr
2705,2062,3,"Sector 150, Noida", 1.46 Cr
2706,2330,3,"Sector 150, Noida", 1.64 Cr
2707,2330,3,"Sector 150, Noida", 1.64 Cr
2708,3280,4,"Sector 150, Noida", 1.82 Cr
2709,950,2,"Sector 45, Noida", 27 L
2710,3027,4,"Sector 150, Noida", 2.42 Cr
2711,2697,4,"Sector 150, Noida", 2.15 Cr
2712,2555,3,"Sector 150, Noida", 1.87 Cr
2713,2555,3,"Sector 150, Noida", 1.87 Cr
2714,2040,3,"Sector 150, Noida", 1.5 Cr
2715,2040,3,"Sector 150, Noida", 1.5 Cr
2716,3355,4,"Sector 150, Noida", 2.11 Cr
2717,3355,4,"Sector 150, Noida", 2.11 Cr
2718,1700,3,"Sector 150, Noida", 1.28 Cr
2719,1700,3,"Sector 150, Noida", 1.28 Cr
2720,2050,4,"Sector 150, Noida", 1.97 Cr
2721,2050,4,"Sector 150, Noida", 1.97 Cr
2722,1430,3,"Sector 150, Noida", 1.5 Cr
2723,1430,3,"Sector 150, Noida", 1.5 Cr
2724,1025,2,"Sector 43, Noida", 34.75 L
2725,925,2,"Sector 43, Noida", 32 L
2726,500,1,"Sector 45, Noida", 12.5 L
2727,580,1,"Sector 73, Noida", 18 L
2728,950,2,"Sector 45, Noida", 27 L
2729,950,2,"Sector 45, Noida", 32 L
2730,1150,3,"Sector 73, Noida", 38 L
2731,580,1,"Sector 73, Noida", 17 L
2732,500,1,"Sector 45, Noida", 12.5 L
2733,1050,2,"Sector 45, Noida", 33.5 L
2734,975,2,"Sector 45, Noida", 32 L
2735,510,1,"Sector 45, Noida", 13 L
2736,1050,2,"Sector 45, Noida", 35 L
2737,980,2,"Sector 73, Noida", 30 L
2738,970,2,"Sector 45, Noida", 31 L
2739,1608,3,"Sector 128, Noida", 3.69 Cr
2740,2126,4,"Sector 128, Noida", 5.08 Cr
2741,2122,4,"Sector 128, Noida", 4.81 Cr
2742,1608,3,"Sector 128, Noida", 3.69 Cr
2743,2126,4,"Sector 128, Noida", 5.08 Cr
2744,2122,4,"Sector 128, Noida", 4.81 Cr
2745,2105,4,"Sector 128, Noida", 5.04 Cr
2746,2100,4,"Sector 128, Noida", 4.78 Cr
2747,1630,3,"Sector 128, Noida", 3.72 Cr
2748,1404,3,"Sector 150, Noida", 1.02 Cr
2749,981,3,"Sector 150, Noida", 1.28 Cr
2750,648,2,"Sector 150, Noida", 93.16 L
2751,1907,3,"Sector 150, Noida", 1.46 Cr
2752,1907,3,"Sector 150, Noida", 1.46 Cr
2753,2062,3,"Sector 150, Noida", 1.63 Cr
2754,2062,3,"Sector 150, Noida", 1.63 Cr
2755,2330,3,"Sector 150, Noida", 1.64 Cr
2756,2330,3,"Sector 150, Noida", 1.64 Cr
2757,771,2,"Sector 150, Noida", 79 L
2758,801,2,"Sector 150, Noida", 84.04 L
2759,773,2,"Sector 150, Noida", 79.21 L
2760,1455,3,"Sector 150, Noida", 1.51 Cr
2761,977,2,"Sector 150, Noida", 96.96 L
2762,1903,4,"Sector 150, Noida", 1.99 Cr
2763,1202,3,"Sector 150, Noida", 1.18 Cr
2764,975,2,"Sector 73, Noida", 29.8 L
2765,950,2,"Sector 73, Noida", 29.1 L
2766,1025,2,"Sector 73, Noida", 28.95 L
2767,990,2,"Sector 73, Noida", 29 L
2768,970,2,"Sector 73, Noida", 29.25 L
2769,1792,3,"Sector 150, Noida", 91.46 L
2770,1675,3,"Sector 150, Noida", 1.07 Cr
2771,2268,3,"Sector 150, Noida", 1.46 Cr
2772,980,2,"Sector 73, Noida", 29.5 L
2773,955,2,"Sector 45, Noida", 27 L
2774,1470,3,"Sector 77, Noida", 85.26 L
2775,1075,2,"Sector 77, Noida", 62.35 L
2776,1470,3,"Sector 77, Noida", 85.26 L
2777,1075,2,"Sector 77, Noida", 62.35 L
2778,1470,3,"Sector 77, Noida", 85.26 L
2779,990,2,"Sector 77, Noida", 57.42 L
2780,1075,2,"Sector 77, Noida", 62.35 L
2781,990,2,"Sector 77, Noida", 57.42 L
2782,1765,3,"Sector 77, Noida", 1.02 Cr
2783,1765,3,"Sector 77, Noida", 1.02 Cr
2784,1150,2,"Sector 77, Noida", 66.7 L
2785,1150,2,"Sector 77, Noida", 66.7 L
2786,1615,3,"Sector 77, Noida", 93.67 L
2787,1615,3,"Sector 77, Noida", 93.67 L
2788,1085,2,"Sector 77, Noida", 62.93 L
2789,1085,2,"Sector 77, Noida", 62.93 L
2790,1695,3,"Sector 77, Noida", 98.31 L
2791,1695,3,"Sector 77, Noida", 98.31 L
2792,1310,2,"Sector 77, Noida", 75.98 L
2793,1310,2,"Sector 77, Noida", 75.98 L
2794,1400,3,"Sector 77, Noida", 81.2 L
2795,1400,3,"Sector 77, Noida", 81.2 L
2796,1753,4,"Sector 43, Noida", 4.05 Cr
2797,2080,5,"Sector 43, Noida", 5.08 Cr
2798,1848,4,"Sector 43, Noida", 4.39 Cr
2799,1750,3,"Sector 150, Noida", 1.08 Cr
2800,3220,4,"Sector 150, Noida", 2.26 Cr
2801,2190,3,"Sector 150, Noida", 1.42 Cr
2802,2460,3,"Sector 150, Noida", 1.74 Cr
2803,1625,3,"Sector 119, Noida", 72 L
2804,1625,3,"Sector 119, Noida", 80 L
2805,1880,3,"Sector 79, Noida", 1.22 Cr
2806,2725,4,"Sector 79, Noida", 1.83 Cr
2807,2725,4,"Sector 79, Noida", 1.85 Cr
2808,1380,2,"Sector 79, Noida", 81 L
2809,1730,3,"Sector 79, Noida", 1.25 Cr
2810,2725,4,"Sector 79, Noida", 1.8 Cr
2811,6000,5,"Sector 79, Noida", 5.48 Cr
2812,6000,5,"Sector 79, Noida", 5.5 Cr
2813,980,2,"Sector 73, Noida", 27.5 L
2814,2410,4,"Sector 76, Noida", 1.35 Cr
2815,2410,4,"Sector 76, Noida", 1.35 Cr
2816,4910,3,"Sector 76, Noida", 1.56 Cr
2817,1835,3,"Sector 76, Noida", 1.03 Cr
2818,2910,3,"Sector 76, Noida", 1.56 Cr
2819,1675,3,"Sector 150, Noida", 1.2 Cr
2820,1000,3,"Sector 150, Noida", 1.09 Cr
2821,820,2,"Sector 150, Noida", 90.09 L
2822,816,2,"Sector 150, Noida", 88.68 L
2823,1675,3,"Sector 150, Noida", 1.3 Cr
2824,1675,3,"Sector 150, Noida", 1.2 Cr
2825,1155,2,"Sector 150, Noida", 90.09 L
2826,925,2,"Sector 121, Noida", 23.99 L
2827,725,1,"Sector 121, Noida", 16.95 L
2828,940,2,"Sector 43, Noida", 31 L
2829,792,2,"Sector 44, Noida", 26.49 L
2830,1187,3,"Sector 44, Noida", 39.7 L
2831,1194,3,"Sector 44, Noida", 39.93 L
2832,1165,3,"Sector 44, Noida", 38.96 L
2833,832,2,"Sector 44, Noida", 27.83 L
2834,905,2,"Sector 121, Noida", 22.45 L
2835,925,2,"Sector 121, Noida", 21.95 L
2836,1200,3,"Sector 121, Noida", 29.95 L
2837,915,2,"Sector 121, Noida", 21.95 L
2838,1750,3,"Sector 75, Noida", 96.25 L
2839,1385,2,"Sector 79, Noida", 1.19 Cr
2840,2350,4,"Sector 150, Noida", 1.87 Cr
2841,1404,3,"Sector 150, Noida", 1.05 Cr
2842,1404,3,"Sector 150, Noida", 1.05 Cr
2843,2910,3,"Sector 76, Noida", 1.52 Cr
2844,1110,2,"Sector 78, Noida", 66 L
2845,1555,3,"Sector 79, Noida", 1 Cr
2846,1355,3,"Sector 79, Noida", 85 L
2847,1555,3,"Sector 79, Noida", 1 Cr
2848,725,1,"Sector 78, Noida", 39 L
2849,1675,3,"Sector 150, Noida", 94.7 L
2850,2700,4,"Sector 150, Noida", 2.15 Cr
2851,1137,2,"Sector 150, Noida", 58 L
2852,1055,2,"Sector 43, Noida", 1.08 Cr
2853,1645,3,"Sector 76, Noida", 90 L
2854,3312,3,"Sector 108, Noida", 2.75 Cr
2855,2548,3,"Sector 50, Noida", 2.56 Cr
2856,3300,4,"Sector 150, Noida", 2.3 Cr
2857,2558,3,"Sector 50, Noida", 2.65 Cr
2858,1405,3,"Sector 107, Noida", 85 L
2859,2350,3,"Sector 150, Noida", 1.8 Cr
2860,2558,3,"Sector 50, Noida", 2.65 Cr
2861,1405,3,"Sector 107, Noida", 85 L
2862,2350,3,"Sector 150, Noida", 1.8 Cr
2863,1650,3,"Sector 43, Noida", 1.9 Cr
2864,1585,3,"Sector 78, Noida", 1.1 Cr
2865,2558,3,"Sector 50, Noida", 2.65 Cr
2866,3198,4,"Sector 150, Noida", 2.85 Cr
2867,2548,3,"Sector 50, Noida", 2.65 Cr
2868,2548,3,"Sector 50, Noida", 2.65 Cr
2869,1675,3,"Sector 150, Noida", 1.13 Cr
2870,2560,3,"Sector 50, Noida", 2.65 Cr
2871,2555,3,"Sector 50, Noida", 2.65 Cr
2872,2560,3,"Sector 50, Noida", 2.65 Cr
2873,1010,2,"Sector 78, Noida", 56 L
2874,1110,2,"Sector 78, Noida", 60 L
2875,950,2,"Sector 78, Noida", 52.5 L
2876,1000,2,"Sector 78, Noida", 60 L
2877,2105,3,"Sector 78, Noida", 1.15 Cr
2878,1000,2,"Sector 78, Noida", 60 L
2879,1000,2,"Sector 78, Noida", 55 L
2880,1510,3,"Sector 78, Noida", 85 L
2881,1555,3,"Sector 79, Noida", 1 Cr
2882,1355,3,"Sector 79, Noida", 85 L
2883,1555,3,"Sector 79, Noida", 1 Cr
2884,725,1,"Sector 78, Noida", 39 L
2885,890,2,"Urbainia Trinity Noida Extension Yakubpur Noida, Noida", 41.5 L
2886,1519,3,"Sector 150, Noida", 1.64 Cr
2887,2251,4,"Sector 150, Noida", 2.27 Cr
2888,3650,4,"Sector 150, Noida", 2.24 Cr
2889,2750,3,"Sector 150, Noida", 1.69 Cr
2890,2450,3,"Sector 150, Noida", 1.5 Cr
2891,2850,3,"Sector 150, Noida", 1.75 Cr
2892,3075,4,"Sector 76, Noida", 1.52 Cr
2893,1230,2,"Sector 75, Noida", 1.05 Cr
2894,2500,3,"Sector 78, Noida", 3 Cr
2895,2765,4,"Sector 100, Noida", 2.25 Cr
2896,4200,3,"Sector 43, Noida", 9 Cr
2897,1070,2,"Sector 137, Noida", 47 L
2898,1475,3,"Sector 144, Noida", 1.06 Cr
2899,1465,2,"Sector 150, Noida", 99.47 L
2900,1220,2,"Sector 150, Noida", 67.2 L
2901,1050,2,"Sector 150, Noida", 57.75 L
2902,1260,2,"Sector 150, Noida", 69.3 L
2903,1475,3,"Sector 150, Noida", 81.13 L
2904,1665,2,"Sector 150, Noida", 91.58 L
2905,1425,2,"Sector 150, Noida", 96.76 L
2906,2385,3,"Sector 150, Noida", 1.62 Cr
2907,1465,2,"Sector 150, Noida", 99.47 L
2908,1945,3,"Sector 150, Noida", 1.32 Cr
2909,1859,3,"Sector 150, Noida", 94.7 L
2910,1335,2,"Sector 150, Noida", 74.7 L
2911,1850,3,"Sector 150, Noida", 1.04 Cr
2912,2250,3,"Sector 150, Noida", 1.26 Cr
2913,1202,3,"Sector 150, Noida", 1.19 Cr
2914,1475,3,"Sector 144, Noida", 1.06 Cr
2915,1085,2,"Sector 119, Noida", 55 L
2916,1495,3,"Sector 75, Noida", 86 L
2917,1775,3,"Sector 152, Noida", 1.8 Cr
2918,1775,3,"Sector 152, Noida", 1.8 Cr
2919,1350,2,"Sector 152, Noida", 1.25 Cr
2920,1350,2,"Sector 152, Noida", 1.25 Cr
2921,1775,3,"Sector 152, Noida", 1.8 Cr
2922,1775,3,"Sector 152, Noida", 1.8 Cr
2923,1350,2,"Sector 152, Noida", 1.25 Cr
2924,1350,2,"Sector 152, Noida", 1.25 Cr
2925,1519,3,"Sector 150, Noida", 1.64 Cr
2926,1519,3,"Sector 150, Noida", 1.64 Cr
2927,2251,4,"Sector 150, Noida", 2.27 Cr
2928,2251,4,"Sector 150, Noida", 2.27 Cr
2929,1519,3,"Sector 150, Noida", 1.64 Cr
2930,1519,3,"Sector 150, Noida", 1.64 Cr
2931,2251,4,"Sector 150, Noida", 2.27 Cr
2932,2251,4,"Sector 150, Noida", 2.27 Cr
2933,1750,3,"Sector 150, Noida", 1.08 Cr
2934,1750,3,"Sector 150, Noida", 1.08 Cr
2935,1750,3,"Sector 150, Noida", 1.08 Cr
2936,3220,4,"Sector 150, Noida", 2.26 Cr
2937,1750,3,"Sector 150, Noida", 1.08 Cr
2938,2190,3,"Sector 150, Noida", 1.42 Cr
2939,3220,4,"Sector 150, Noida", 2.26 Cr
2940,2460,3,"Sector 150, Noida", 1.74 Cr
2941,2190,3,"Sector 150, Noida", 1.42 Cr
2942,2460,3,"Sector 150, Noida", 1.74 Cr
2943,3200,4,"Sector 152, Noida", 2.15 Cr
2944,3200,4,"Sector 152, Noida", 2.15 Cr
2945,3200,4,"Sector 152, Noida", 2.15 Cr
2946,3200,4,"Sector 152, Noida", 2.15 Cr
2947,2350,3,"Sector 152, Noida", 1.6 Cr
2948,2350,3,"Sector 152, Noida", 1.6 Cr
2949,1850,3,"Sector 152, Noida", 1.27 Cr
2950,1850,3,"Sector 152, Noida", 1.27 Cr
2951,3198,4,"Sector 150, Noida", 3 Cr
2952,1305,2,"Sector 150, Noida", 1.15 Cr
2953,3198,4,"Sector 150, Noida", 3 Cr
2954,1305,2,"Sector 150, Noida", 1.15 Cr
2955,3198,4,"Sector 150, Noida", 3 Cr
2956,1305,2,"Sector 150, Noida", 1.15 Cr
2957,2440,3,"Sector 150, Noida", 2.75 Cr
2958,2440,3,"Sector 150, Noida", 2.75 Cr
2959,3165,3,"Sector 150, Noida", 2.3 Cr
2960,3165,3,"Sector 150, Noida", 2.3 Cr
2961,1947,3,"Sector 150, Noida", 1.85 Cr
2962,1947,3,"Sector 150, Noida", 1.85 Cr
2963,3963,4,"Sector 150, Noida", 3.5 Cr
2964,3963,4,"Sector 150, Noida", 3.5 Cr
2965,1558,2,"Sector 150, Noida", 1.37 Cr
2966,1558,2,"Sector 150, Noida", 1.37 Cr
2967,1628,2,"Sector 150, Noida", 1.25 Cr
2968,1628,2,"Sector 150, Noida", 1.25 Cr
2969,2890,4,"Sector 79, Noida", 1.87 Cr
2970,1495,3,"Sector 79, Noida", 97.17 L
2971,3200,4,"Sector 150, Noida", 2.47 Cr
2972,2000,3,"Sector 150, Noida", 1.57 Cr
2973,2300,3,"Sector 150, Noida", 1.79 Cr
2974,1625,3,"Sector 150, Noida", 1.29 Cr
2975,3200,4,"Sector 150, Noida", 1.76 Cr
2976,3200,4,"Sector 150, Noida", 1.76 Cr
2977,2300,3,"Sector 150, Noida", 1.26 Cr
2978,2300,3,"Sector 150, Noida", 1.26 Cr
2979,1750,3,"Sector 150, Noida", 96.25 L
2980,1750,3,"Sector 150, Noida", 96.25 L
2981,1404,3,"Sector 150, Noida", 73.09 L
2982,1155,2,"Sector 150, Noida", 60.69 L
2983,1137,2,"Sector 150, Noida", 59.82 L
2984,2950,3,"Sector 128, Noida", 2.9 Cr
2985,1544,3,"Sector 43, Noida", 1.85 Cr
2986,1750,3,"Sector 150, Noida", 1.08 Cr
2987,3220,4,"Sector 150, Noida", 2.26 Cr
2988,2190,3,"Sector 150, Noida", 1.42 Cr
2989,2460,3,"Sector 150, Noida", 1.74 Cr
2990,925,2,"Sector 121, Noida", 24.99 L
2991,925,2,"Sector 121, Noida", 24.99 L
2992,925,2,"Sector 121, Noida", 24.99 L
2993,1200,3,"Sector 121, Noida", 32 L
2994,1200,3,"Sector 121, Noida", 32 L
2995,1200,3,"Sector 121, Noida", 31.99 L
2996,1200,3,"Sector 73, Noida", 32 L
2997,1200,3,"Sector 73, Noida", 32 L
2998,950,2,"Sector 73, Noida", 25 L
2999,950,2,"Sector 73, Noida", 25 L
3000,950,2,"Sector 73, Noida", 25 L
3001,950,2,"Sector 73, Noida", 25 L
3002,750,1,"Sector 73, Noida", 18 L
3003,750,1,"Sector 73, Noida", 18 L
3004,1215,3,"Sector 25 Yamuna Express Way, Noida", 38.82 L
3005,799,2,"Sector 25 Yamuna Express Way, Noida", 25.52 L
3006,2990,4,"Sector 150, Noida", 1.64 Cr
3007,1248,3,"Sector 43, Noida", 3.34 Cr
3008,1248,3,"Sector 43, Noida", 3.34 Cr
3009,1345,3,"Sector 43, Noida", 3.71 Cr
3010,1345,3,"Sector 43, Noida", 3.71 Cr
3011,1249,3,"Sector 43, Noida", 3.35 Cr
3012,1753,4,"Sector 43, Noida", 4.05 Cr
3013,1248,3,"Sector 43, Noida", 3.34 Cr
3014,2080,5,"Sector 43, Noida", 5.08 Cr
3015,1345,3,"Sector 43, Noida", 3.71 Cr
3016,1249,3,"Sector 43, Noida", 3.35 Cr
3017,1753,4,"Sector 43, Noida", 4.05 Cr
3018,2080,5,"Sector 43, Noida", 5.08 Cr
3019,1848,4,"Sector 43, Noida", 4.39 Cr
3020,1608,3,"Sector 128, Noida", 3.29 Cr
3021,1608,3,"Sector 128, Noida", 3.29 Cr
3022,2126,4,"Sector 128, Noida", 4.54 Cr
3023,2122,4,"Sector 128, Noida", 4.31 Cr
3024,2105,4,"Sector 128, Noida", 4.5 Cr
3025,2100,4,"Sector 128, Noida", 4.28 Cr
3026,1630,3,"Sector 128, Noida", 3.34 Cr
3027,4874,4,"Sector 108, Noida", 4.14 Cr
3028,3302,3,"Sector 108, Noida", 2.8 Cr
3029,4874,4,"Sector 108, Noida", 4.14 Cr
3030,3302,3,"Sector 108, Noida", 2.8 Cr
3031,3312,3,"Sector 108, Noida", 2.81 Cr
3032,3996,4,"Sector 108, Noida", 3.39 Cr
3033,3525,4,"Sector 78, Noida", 4.23 Cr
3034,3525,4,"Sector 78, Noida", 4.23 Cr
3035,3525,4,"Sector 78, Noida", 4.23 Cr
3036,3525,4,"Sector 78, Noida", 4.23 Cr
3037,3070,3,"Sector 78, Noida", 3.68 Cr
3038,3070,3,"Sector 78, Noida", 3.68 Cr
3039,3020,3,"Sector 78, Noida", 3.62 Cr
3040,3020,3,"Sector 78, Noida", 3.62 Cr
3041,3475,3,"Sector 78, Noida", 4.17 Cr
3042,3475,3,"Sector 78, Noida", 4.17 Cr
3043,2500,3,"Sector 78, Noida", 3 Cr
3044,2500,3,"Sector 78, Noida", 3 Cr
3045,3775,5,"Sector 78, Noida", 4.53 Cr
3046,3775,5,"Sector 78, Noida", 4.53 Cr
3047,3370,4,"Sector 78, Noida", 4.04 Cr
3048,3370,4,"Sector 78, Noida", 4.04 Cr
3049,3430,4,"Sector 78, Noida", 4.11 Cr
3050,3430,4,"Sector 78, Noida", 4.11 Cr
3051,4425,4,"Sector 78, Noida", 5.31 Cr
3052,4425,4,"Sector 78, Noida", 5.31 Cr
3053,900,2,"Sector 73, Noida", 25.49 L
3054,2050,4,"Sector 150, Noida", 1.97 Cr
3055,2050,4,"Sector 150, Noida", 1.97 Cr
3056,1430,3,"Sector 150, Noida", 1.5 Cr
3057,1430,3,"Sector 150, Noida", 1.5 Cr
3058,1270,3,"Sector 79, Noida", 79 L
3059,1560,3,"Sector 137, Noida", 85 L
3060,2720,4,"Sector 79, Noida", 1.8 Cr
3061,1730,3,"Sector 79, Noida", 1.1 Cr
3062,1880,3,"Sector 79, Noida", 1.26 Cr
3063,1380,2,"Sector 79, Noida", 82 L
3064,1400,2,"Sector 79, Noida", 85 L
3065,1690,3,"Sector 79, Noida", 1.05 Cr
3066,2575,4,"Sector 79, Noida", 1.65 Cr
3067,1675,3,"Sector 150, Noida", 82.91 L
3068,1615,3,"Sector 150, Noida", 79.94 L
3069,1400,3,"Sector 150, Noida", 69.3 L
3070,4150,4,"Sector 94, Noida", 5.6 Cr
3071,1650,2,"Sector 94, Noida", 2.22 Cr
3072,3840,4,"Sector 94, Noida", 5.18 Cr
3073,2040,3,"Sector 94, Noida", 2.75 Cr
3074,1776,2,"Sector 94, Noida", 2.39 Cr
3075,1380,2,"Sector 94, Noida", 1.86 Cr
3076,800,1,"Sector 94, Noida", 1.08 Cr
3077,595,1,"Sector 94, Noida", 80.32 L
3078,1475,2,"Sector 94, Noida", 1.99 Cr
3079,1220,2,"Sector 94, Noida", 1.64 Cr
3080,3770,4,"Sector 94, Noida", 5.08 Cr
3081,10485,4,"Sector 94, Noida", 14.15 Cr
3082,645,1,"Sector 94, Noida", 87.07 L
3083,5410,3,"Sector 94, Noida", 7.3 Cr
3084,4060,3,"Sector 94, Noida", 5.48 Cr
3085,3000,3,"Sector 94, Noida", 4.05 Cr
3086,1320,2,"Sector 94, Noida", 1.78 Cr
3087,6550,4,"Sector 94, Noida", 8.84 Cr
3088,4955,4,"Sector 94, Noida", 6.68 Cr
3089,1825,2,"Sector 94, Noida", 2.46 Cr
3090,2880,3,"Sector 94, Noida", 3.88 Cr
3091,4850,3,"Sector 94, Noida", 6.54 Cr
3092,560,1,"Sector 94, Noida", 75.6 L
3093,3900,4,"Sector 94, Noida", 5.26 Cr
3094,2105,3,"Sector 94, Noida", 2.84 Cr
3095,7520,4,"Sector 94, Noida", 10.15 Cr
3096,5400,4,"Sector 94, Noida", 7.29 Cr
3097,7490,4,"Sector 94, Noida", 10.11 Cr
3098,9950,4,"Sector 94, Noida", 13.43 Cr
3099,3120,3,"Sector 94, Noida", 4.21 Cr
3100,1355,3,"Sector 79, Noida", 79.9 L
3101,771,2,"Sector 150, Noida", 79 L
3102,801,2,"Sector 150, Noida", 84.04 L
3103,773,2,"Sector 150, Noida", 79.21 L
3104,1455,3,"Sector 150, Noida", 1.51 Cr
3105,977,2,"Sector 150, Noida", 96.96 L
3106,1903,4,"Sector 150, Noida", 1.99 Cr
3107,1202,3,"Sector 150, Noida", 1.18 Cr
3108,1181,3,"Sector 152, Noida", 1.13 Cr
3109,1185,3,"Sector 152, Noida", 1.13 Cr
3110,815,2,"Sector 152, Noida", 83.48 L
3111,3200,4,"Sector 152, Noida", 2.15 Cr
3112,2350,3,"Sector 152, Noida", 1.6 Cr
3113,1850,3,"Sector 152, Noida", 1.27 Cr
3114,1100,2,"Sector 18, Noida", 30 L
3115,1907,3,"Sector 150, Noida", 1.46 Cr
3116,1907,3,"Sector 150, Noida", 1.46 Cr
3117,1907,3,"Sector 150, Noida", 1.46 Cr
3118,1907,3,"Sector 150, Noida", 1.46 Cr
3119,2700,4,"Sector 150, Noida", 2.14 Cr
3120,2700,4,"Sector 150, Noida", 2.14 Cr
3121,3027,4,"Sector 150, Noida", 2.39 Cr
3122,3027,4,"Sector 150, Noida", 2.39 Cr
3123,2062,3,"Sector 150, Noida", 1.63 Cr
3124,2062,3,"Sector 150, Noida", 1.63 Cr
3125,2330,3,"Sector 150, Noida", 1.64 Cr
3126,2330,3,"Sector 150, Noida", 1.64 Cr
3127,1200,3,"Sector 121, Noida", 31.99 L
3128,3998,4,"Sector 128, Noida", 4.25 Cr
3129,1750,3,"Sector 150, Noida", 1.08 Cr
3130,3220,4,"Sector 150, Noida", 2.26 Cr
3131,2190,3,"Sector 150, Noida", 1.42 Cr
3132,2460,3,"Sector 150, Noida", 1.74 Cr
3133,1404,3,"Sector 150, Noida", 76.55 L
3134,1137,2,"Sector 150, Noida", 62 L
3135,1404,3,"Sector 150, Noida", 76.55 L
3136,1137,2,"Sector 150, Noida", 62 L
3137,1155,2,"Sector 150, Noida", 63 L
3138,3200,4,"Sector 150, Noida", 1.76 Cr
3139,2000,3,"Sector 150, Noida", 1.1 Cr
3140,2300,3,"Sector 150, Noida", 1.26 Cr
3141,1625,3,"Sector 150, Noida", 89.37 L
3142,1010,2,"Urbainia Trinity Noida Extension Yakubpur Noida, Noida", 37.5 L
3143,950,2,"Sector 74, Noida", 52 L
3144,1404,3,"Sector 150, Noida", 78.62 L
3145,1000,2,"Sector 78, Noida", 54 L
3146,495,1,"Sector 137, Noida", 25 L
3147,1234,2,"Sector 143, Noida", 49 L
3148,1202,2,"Sector 137, Noida", 55 L
3149,1202,2,"Sector 137, Noida", 54 L
